time,Close,y_true,y_pred,y_pred_proba_0,y_pred_proba_1,y_pred_proba_2,window
2024-11-29 12:00:00,2662.78,0,0,0.38669115,0.33011284,0.28319597,1
2024-11-29 13:00:00,2659.61,0,0,0.39206868,0.29268938,0.31524196,1
2024-11-29 14:00:00,2659.98,0,0,0.3631305,0.28544614,0.3514234,1
2024-11-29 15:00:00,2658.02,0,2,0.2698394,0.31009308,0.42006755,1
2024-11-29 16:00:00,2653.47,0,2,0.2777146,0.30548754,0.4167979,1
2024-11-29 17:00:00,2658.94,0,2,0.28251952,0.31104353,0.40643698,1
2024-11-29 18:00:00,2662.23,0,2,0.25813875,0.2821992,0.45966205,1
2024-11-29 19:00:00,2660.57,0,2,0.31427267,0.26753652,0.41819084,1
2024-11-29 20:00:00,2652.74,0,2,0.315003,0.30768293,0.37731403,1
2024-11-29 21:00:00,2650.37,0,1,0.29177377,0.40545318,0.3027731,1
2024-12-02 01:00:00,2645.71,1,0,0.70731986,0.25328732,0.039392814,1
2024-12-02 02:00:00,2637.47,2,0,0.5147719,0.3191191,0.16610906,1
2024-12-02 03:00:00,2635.9,1,0,0.5057817,0.26863593,0.22558239,1
2024-12-02 04:00:00,2626.69,2,1,0.105500825,0.599133,0.29536617,1
2024-12-02 05:00:00,2629.37,2,1,0.10432979,0.5853194,0.3103508,1
2024-12-02 06:00:00,2628.62,2,1,0.13854702,0.49466026,0.36679268,1
2024-12-02 07:00:00,2623.19,2,1,0.020650746,0.51593685,0.4634124,1
2024-12-02 08:00:00,2625.91,2,1,0.09053216,0.50531614,0.4041517,1
2024-12-02 09:00:00,2629.86,2,1,0.13961309,0.57073593,0.28965098,1
2024-12-02 10:00:00,2629.5,2,1,0.10635019,0.62259966,0.2710501,1
2024-12-02 11:00:00,2633.65,1,1,0.21269168,0.44547606,0.34183228,1
2024-12-02 12:00:00,2635.85,1,0,0.44234297,0.2903719,0.2672851,1
2024-12-02 13:00:00,2641.84,1,0,0.6003454,0.34412393,0.055530615,1
2024-12-02 14:00:00,2641.02,1,0,0.56232905,0.36547178,0.07219917,1
2024-12-02 15:00:00,2647.01,1,0,0.7046551,0.25360122,0.041743666,1
2024-12-02 16:00:00,2645.65,1,0,0.67856115,0.28382027,0.037618548,1
2024-12-02 17:00:00,2642.33,1,0,0.58292264,0.3678245,0.049252864,1
2024-12-02 18:00:00,2641.38,1,0,0.53738374,0.4040333,0.058582965,1
2024-12-02 19:00:00,2638.79,1,0,0.48327288,0.3398466,0.17688048,1
2024-12-02 20:00:00,2637.01,1,0,0.48503497,0.26738384,0.24758112,1
2024-12-02 21:00:00,2637.61,1,0,0.45340985,0.3343886,0.21220152,1
2024-12-02 22:00:00,2637.09,1,0,0.44661468,0.30108976,0.25229564,1
2024-12-02 23:00:00,2638.83,1,0,0.5069538,0.35262796,0.14041823,1
2024-12-03 01:00:00,2642.21,2,0,0.5691035,0.38549557,0.045400932,1
2024-12-03 02:00:00,2641.09,1,0,0.5068152,0.4293381,0.06384673,1
2024-12-03 03:00:00,2636.53,1,0,0.52932715,0.26256853,0.20810433,1
2024-12-03 04:00:00,2636.99,2,0,0.49534932,0.284051,0.2205997,1
2024-12-03 05:00:00,2640.49,1,0,0.5686602,0.34939203,0.08194776,1
2024-12-03 06:00:00,2639.84,1,0,0.5505291,0.3412184,0.108252436,1
2024-12-03 07:00:00,2641.17,1,0,0.6084158,0.33697236,0.054611888,1
2024-12-03 08:00:00,2646.86,1,0,0.7481661,0.23291339,0.01892054,1
2024-12-03 09:00:00,2644.62,1,0,0.66573983,0.30718774,0.027072448,1
2024-12-03 10:00:00,2645.1,1,0,0.6879115,0.2827959,0.02929256,1
2024-12-03 11:00:00,2643.97,1,0,0.7229555,0.25337553,0.023668986,1
2024-12-03 12:00:00,2642.81,1,0,0.7368569,0.2332542,0.029888975,1
2024-12-03 13:00:00,2643.64,1,0,0.74700624,0.22878851,0.024205262,1
2024-12-03 14:00:00,2639.81,1,0,0.55288297,0.35318783,0.09392927,1
2024-12-03 15:00:00,2652.84,1,0,0.800402,0.19113262,0.008465487,1
2024-12-03 16:00:00,2646.66,1,0,0.75660145,0.21691328,0.0264853,1
2024-12-03 17:00:00,2640.44,2,0,0.5895317,0.31900585,0.09146245,1
2024-12-03 18:00:00,2648.36,1,0,0.7570816,0.22621816,0.016700266,1
2024-12-03 19:00:00,2647.03,1,0,0.78948396,0.1898965,0.020619612,1
2024-12-03 20:00:00,2645.74,1,0,0.7579936,0.21860336,0.02340315,1
2024-12-03 21:00:00,2640.93,1,0,0.62817854,0.29107338,0.08074804,1
2024-12-03 22:00:00,2642.15,1,0,0.6996046,0.25409052,0.04630488,1
2024-12-03 23:00:00,2643.45,0,0,0.7413009,0.23145926,0.027239874,1
2024-12-04 01:00:00,2642.76,1,0,0.72197336,0.23938169,0.03864493,1
2024-12-04 02:00:00,2640.51,2,0,0.5843289,0.33204862,0.08362252,1
2024-12-04 03:00:00,2642.22,2,0,0.692678,0.26426908,0.043052915,1
2024-12-04 04:00:00,2645.83,1,0,0.7573131,0.21724506,0.02544183,1
2024-12-04 05:00:00,2644.48,2,0,0.6549778,0.3090373,0.035984892,1
2024-12-04 06:00:00,2648.39,1,0,0.75043833,0.23228298,0.01727868,1
2024-12-04 07:00:00,2649.71,1,0,0.75701874,0.22737855,0.015602707,1
2024-12-04 08:00:00,2649.24,1,0,0.7445076,0.238854,0.016638404,1
2024-12-04 09:00:00,2641.46,2,0,0.67092067,0.2781059,0.050973386,1
2024-12-04 10:00:00,2641.32,2,0,0.66031265,0.2878888,0.05179849,1
2024-12-04 11:00:00,2640.96,2,0,0.6099749,0.31294554,0.07707962,1
2024-12-04 12:00:00,2644.44,1,0,0.7081319,0.26460952,0.02725853,1
2024-12-04 13:00:00,2646.21,1,0,0.75939083,0.2144887,0.026120545,1
2024-12-04 14:00:00,2637.02,2,0,0.5490314,0.31629616,0.13467245,1
2024-12-04 15:00:00,2648.45,1,0,0.744694,0.23886666,0.016439319,1
2024-12-04 16:00:00,2649.05,1,0,0.73064065,0.25483698,0.014522352,1
2024-12-04 17:00:00,2655.09,0,0,0.9080675,0.08815888,0.0037736162,1
2024-12-04 18:00:00,2649.74,1,0,0.74492234,0.24662887,0.008448799,1
2024-12-04 19:00:00,2651.38,0,0,0.7941606,0.19882807,0.0070113405,1
2024-12-04 20:00:00,2649.09,1,0,0.7371977,0.24926688,0.0135354,1
2024-12-04 21:00:00,2651.72,1,0,0.80268466,0.19012363,0.0071916445,1
2024-12-04 22:00:00,2650.05,1,0,0.7801777,0.21200058,0.007821674,1
2024-12-04 23:00:00,2649.86,1,0,0.7766468,0.21545255,0.007900573,1
2024-12-05 01:00:00,2650.33,1,0,0.7649098,0.22730355,0.007786656,1
2024-12-05 02:00:00,2648.35,0,0,0.7945024,0.19423215,0.011265478,1
2024-12-05 03:00:00,2647.0,0,0,0.820705,0.16852392,0.01077115,1
2024-12-05 04:00:00,2646.52,0,0,0.77538437,0.2095676,0.015047977,1
2024-12-05 05:00:00,2648.84,0,0,0.7872547,0.2015851,0.011160243,1
2024-12-05 06:00:00,2646.25,0,0,0.77073437,0.21450974,0.014755869,1
2024-12-05 07:00:00,2653.1,0,0,0.8102441,0.18240923,0.0073466003,1
2024-12-05 08:00:00,2646.91,0,0,0.7869965,0.20035802,0.012645567,1
2024-12-05 09:00:00,2648.72,0,0,0.78007793,0.2080607,0.011861401,1
2024-12-05 10:00:00,2643.19,0,0,0.7071486,0.26443955,0.028411768,1
2024-12-05 11:00:00,2644.85,0,0,0.7032661,0.2727167,0.024017248,1
2024-12-05 12:00:00,2648.81,0,0,0.78684527,0.19632412,0.016830545,1
2024-12-05 13:00:00,2651.38,0,0,0.7904586,0.19628304,0.0132583855,1
2024-12-05 14:00:00,2653.27,0,0,0.78813165,0.20378159,0.008086755,1
2024-12-05 15:00:00,2648.93,0,0,0.7904164,0.19373605,0.015847528,1
2024-12-05 16:00:00,2640.33,1,0,0.58672994,0.3407622,0.072507896,1
2024-12-05 17:00:00,2640.27,1,0,0.59528977,0.33114448,0.07356572,1
2024-12-05 18:00:00,2635.15,1,0,0.45995557,0.43174002,0.1083044,1
2024-12-05 19:00:00,2628.02,2,1,0.15576912,0.6388043,0.20542657,1
2024-12-05 20:00:00,2629.59,2,1,0.15308517,0.6572294,0.18968537,1
2024-12-05 21:00:00,2629.77,1,1,0.18732898,0.63842994,0.17424111,1
2024-12-05 22:00:00,2631.34,2,1,0.24012314,0.58001906,0.17985782,1
2024-12-05 23:00:00,2631.75,2,1,0.2292914,0.57430303,0.1964056,1
2024-12-06 01:00:00,2633.78,1,1,0.27559006,0.5143797,0.21003027,1
2024-12-06 02:00:00,2628.45,2,1,0.11177803,0.7229504,0.16527158,1
2024-12-06 03:00:00,2617.51,2,2,0.018721482,0.47477233,0.5065062,1
2024-12-06 04:00:00,2625.32,2,1,0.07596619,0.7022414,0.2217924,1
2024-12-06 05:00:00,2640.8,1,1,0.35976002,0.515432,0.12480805,1
2024-12-06 06:00:00,2642.24,1,1,0.4198593,0.5213545,0.058786217,1
2024-12-06 07:00:00,2637.91,1,0,0.35870948,0.35009044,0.2912,1
2024-12-06 08:00:00,2639.35,0,1,0.3671401,0.3881353,0.2447246,1
2024-12-06 09:00:00,2639.72,1,1,0.34661216,0.46676695,0.18662095,1
2024-12-06 10:00:00,2644.16,1,0,0.5616841,0.39683008,0.041485853,1
2024-12-06 11:00:00,2640.74,0,1,0.3552739,0.4827518,0.16197428,1
2024-12-06 12:00:00,2634.11,2,2,0.2686945,0.36503762,0.3662679,1
2024-12-06 13:00:00,2638.47,2,1,0.3497792,0.44423422,0.20598654,1
2024-12-06 14:00:00,2638.52,1,1,0.34639722,0.44791052,0.20569228,1
2024-12-06 15:00:00,2635.71,1,1,0.34944165,0.39771637,0.25284195,1
2024-12-06 16:00:00,2635.57,1,1,0.33540666,0.4022935,0.26229984,1
2024-12-06 17:00:00,2637.62,1,0,0.40433097,0.3520203,0.24364878,1
2024-12-06 18:00:00,2640.45,2,1,0.42266995,0.4243206,0.1530094,1
2024-12-06 19:00:00,2634.88,2,1,0.30716962,0.39357224,0.29925817,1
2024-12-06 20:00:00,2637.2,2,0,0.3852724,0.34874573,0.26598185,1
2024-12-06 21:00:00,2634.83,2,1,0.30426878,0.39203876,0.30369243,1
2024-12-06 22:00:00,2631.93,2,1,0.2698139,0.38712487,0.34306124,1
2024-12-06 23:00:00,2632.99,2,1,0.2997775,0.4044138,0.29580867,1
2024-12-09 01:00:00,2640.07,2,2,0.033812735,0.2564075,0.70977974,1
2024-12-09 02:00:00,2630.94,2,2,0.004550854,0.13123894,0.8642101,1
2024-12-09 03:00:00,2646.69,2,2,0.04604928,0.30202854,0.65192217,1
2024-12-09 04:00:00,2646.09,2,2,0.049689934,0.26817462,0.6821354,1
2024-12-09 05:00:00,2638.76,2,2,0.032917824,0.27286026,0.6942219,1
2024-12-09 06:00:00,2636.02,2,2,0.0057524447,0.2932849,0.70096266,1
2024-12-09 07:00:00,2638.3,2,2,0.020003526,0.28730348,0.692693,1
2024-12-09 08:00:00,2643.84,2,2,0.044936255,0.26482153,0.6902422,1
2024-12-09 09:00:00,2650.54,2,2,0.06046417,0.25084394,0.68869185,1
2024-12-09 10:00:00,2649.37,2,2,0.056640174,0.20535427,0.7380056,1
2024-12-09 11:00:00,2655.63,2,2,0.1795328,0.2497613,0.5707059,1
2024-12-09 12:00:00,2657.52,2,2,0.25030303,0.21538301,0.5343139,1
2024-12-09 13:00:00,2656.25,2,2,0.19977643,0.28060538,0.5196182,1
2024-12-09 14:00:00,2656.23,2,2,0.19775048,0.2832645,0.51898503,1
2024-12-09 15:00:00,2665.47,1,2,0.3115245,0.24577992,0.44269556,1
2024-12-09 16:00:00,2674.13,1,2,0.18020722,0.26417398,0.5556188,1
2024-12-09 17:00:00,2668.36,1,2,0.21396555,0.37117666,0.4148578,1
2024-12-09 18:00:00,2667.64,1,2,0.21584694,0.37810925,0.40604386,1
2024-12-09 19:00:00,2664.49,1,1,0.26478523,0.42365754,0.3115572,1
2024-12-09 20:00:00,2662.95,1,1,0.236732,0.4035659,0.35970208,1
2024-12-09 21:00:00,2660.17,2,2,0.29946917,0.29305845,0.40747234,1
2024-12-09 22:00:00,2657.85,2,2,0.27602005,0.25625017,0.4677298,1
2024-12-09 23:00:00,2660.31,2,2,0.31982782,0.22950238,0.45066985,1
2024-12-10 01:00:00,2660.51,2,2,0.31432697,0.23258846,0.45308462,1
2024-12-10 02:00:00,2664.97,2,2,0.32457912,0.31875646,0.35666445,1
2024-12-10 03:00:00,2667.45,2,0,0.3476583,0.32182094,0.33052072,1
2024-12-10 04:00:00,2668.99,2,0,0.4059805,0.2706924,0.32332703,1
2024-12-10 05:00:00,2669.95,2,2,0.37177423,0.19507256,0.4331532,1
2024-12-10 06:00:00,2670.34,2,2,0.37773308,0.18680072,0.43546626,1
2024-12-10 07:00:00,2668.82,2,0,0.47791082,0.17614129,0.34594795,1
2024-12-10 08:00:00,2670.02,2,2,0.39814967,0.13735525,0.46449506,1
2024-12-10 09:00:00,2664.63,2,0,0.48220068,0.15446214,0.36333716,1
2024-12-10 10:00:00,2663.23,2,0,0.36203596,0.28647003,0.35149404,1
2024-12-10 11:00:00,2665.01,2,0,0.48540163,0.14800093,0.36659738,1
2024-12-10 12:00:00,2675.54,2,2,0.32066825,0.09668627,0.5826455,1
2024-12-10 13:00:00,2674.56,2,2,0.33477926,0.06870111,0.59651965,1
2024-12-10 14:00:00,2677.76,2,2,0.3301822,0.10421035,0.5656075,1
2024-12-10 15:00:00,2680.36,1,2,0.34262902,0.19728985,0.46008116,1
